label,ct_1,ct_2,ct_3,ct_4,dm4,re4,rx4,dm3,re3,rx3,dm2,re2,rx2,dm1,re1,rx1,raw_prob,order
1,0.44100991799999995,0.22906089,0.6476813,0.8811423,0.666238,0.7850841,0.81677216,0.49374503,0.8587521,0.83888346,0.61170846,0.822717,0.82275003,0.9591453999999999,0.85380954,0.8783284,0.44444293,161
0,0.229099993,0.04086643,0.47361153,0.45529129999999995,0.46945435,0.61951077,0.65799165,0.38800764,0.797497,0.72536004,0.49629965,0.6777214,0.7239283000000001,0.8937159,0.7037745,0.74920225,0.40868893,162
1,0.51226632,0.31437433,0.7807426,0.6898903000000001,0.5785664,0.7523113,0.7929516,0.5782506,0.9092239,0.9170331,0.6176401,0.900884,0.8781861999999999,0.96011937,0.90009344,0.9038386,0.5131192,163
1,0.562940729,0.16228926,0.4919129,0.9468903000000001,0.7613401999999999,0.85716707,0.8834091999999999,0.5141777,0.8912714,0.92126775,0.6360722,0.9370171,0.9194040000000001,0.97609884,0.9374985,0.9549201999999999,0.6458847,149
1,0.372632171,0.22473243,0.6076614,0.96993273,0.79372483,0.86472845,0.8899695,0.5715634,0.90848374,0.9485984000000001,0.6581295,0.93845785,0.92432123,0.9593954,0.9158659,0.9319874,0.53041315,152
1,0.5355483560000001,0.25808373,0.66928875,0.90635026,0.66665006,0.75692064,0.83779854,0.40830320000000003,0.77346796,0.8211376,0.45539322,0.8398578000000001,0.8365701999999999,0.9606245999999999,0.82051826,0.8855970999999999,0.4140537,147
1,0.5087493,0.21150352,0.763242,0.6394074000000001,0.55376047,0.73293614,0.7700786000000001,0.5784275,0.90592575,0.90221137,0.5804876,0.8871425,0.84096706,0.94695294,0.88403136,0.8929613000000001,0.45378370000000007,146
1,0.5321380729999999,0.05255313,0.6057044,0.8420334,0.6505767,0.7670399999999999,0.8241976000000001,0.42883950000000004,0.8215232,0.8407252000000001,0.47561404,0.77691185,0.78919834,0.9705229,0.8463572,0.8867866,0.50202274,127
1,0.659495461,0.4372027,0.14206763,0.6846723000000001,0.59577465,0.7173156999999999,0.7646166999999999,0.26656368,0.6652485,0.6828394,0.71190304,0.89081085,0.8720943999999999,0.97568125,0.8764868,0.9219973,0.4240218,128
1,0.619844753,0.70056546,0.9308568000000002,0.79643977,0.63349825,0.7434629,0.8065956999999999,0.62421405,0.9052517,0.9098351,0.7988885,0.92796123,0.9201625,0.969625,0.8847788000000001,0.90735966,0.42907619999999996,129
1,0.618223935,0.81430036,0.5215590999999999,0.81835365,0.6336273,0.7622581,0.8179380999999999,0.4273938,0.8246931000000001,0.8463536,0.82757246,0.94837314,0.93576944,0.96837115,0.89827454,0.92209804,0.48771974,130
0,0.36818652700000004,0.06874066,0.46257687,0.45077512,0.43090275,0.5480496,0.64147156,0.22119325,0.6271203000000001,0.64509416,0.27968174,0.65408343,0.60302436,0.8917775,0.71639925,0.78023356,0.12555355,131
1,0.38080242299999995,0.09342762,0.7064539000000001,0.7018126,0.5878478,0.7387397,0.77116007,0.18722637,0.73607725,0.82070667,0.24037656,0.6753539000000001,0.8213206000000001,0.83765674,0.68938065,0.77668226,0.27636679999999997,132
0,0.473509568,0.3281005,0.55995387,0.3605018,0.42456138,0.5842154,0.64465845,0.48168793,0.8666869,0.83758533,0.64548093,0.87613636,0.816829,0.9420088,0.87323684,0.8635889999999999,0.37673628,133
1,0.551542145,0.30957133,0.73445505,0.59474576,0.5663469,0.7041393,0.7472411,0.57134336,0.90875703,0.89303905,0.6378606,0.90555775,0.8748905999999999,0.962149,0.91433305,0.9153756,0.42706528,134
1,0.264944202,0.052056387,0.29482853,0.97773516,0.7170466,0.8139753000000001,0.85870856,0.32354948,0.77887404,0.77249223,0.51284623,0.8101315,0.7760311,0.942946,0.8256815000000001,0.8446646000000001,0.38426694,135
1,0.515981248,0.6598185999999999,0.74394274,0.9818568999999999,0.6835389000000001,0.81232834,0.8477091,0.40903294,0.832084,0.8668269000000001,0.66731346,0.90535825,0.9122681,0.9662828000000001,0.8287051,0.8905668,0.31655696,136
1,0.539944357,0.61681783,0.8861766999999999,0.6828163,0.568088,0.70316035,0.76739395,0.5685296,0.89526683,0.89326805,0.7246734,0.9043443999999999,0.8970435999999999,0.9725524,0.8752158999999999,0.8908339,0.48037317,137
1,0.52516802,0.139236,0.48618487,0.96813947,0.700972,0.80066806,0.83726907,0.33859733,0.7385012,0.7978978,0.50455356,0.7749043999999999,0.79666847,0.9694280999999999,0.8401054,0.8718559000000001,0.41959354,138
1,0.45929216100000003,0.33881350000000005,0.05948483,0.72619724,0.6134248000000001,0.75832856,0.79179734,0.25059772,0.71204823,0.69325,0.6483173000000001,0.9085843000000001,0.8539542,0.96350753,0.8898033000000001,0.8915513,0.4686325,139
1,0.48358866,0.19092277,0.83139044,0.90203345,0.67930347,0.7804909000000001,0.8210642,0.39894095,0.8353821,0.87248164,0.40488693,0.7281883000000001,0.81832767,0.90580994,0.7846198,0.8372163,0.37420243,148
1,0.474678561,0.11223483,0.89360034,0.40947384,0.46519170000000004,0.5593694,0.6160861,0.21032754,0.7383515,0.8323613999999999,0.21968071,0.64661026,0.7719773,0.9302828000000002,0.71990114,0.7930821,0.15159464,141
1,0.441500834,0.2676987,0.68033516,0.8972532,0.687808,0.7789479,0.81895983,0.46956440000000005,0.8353355,0.8392391,0.6038186,0.8262084999999999,0.8431603000000001,0.97131526,0.8097506999999999,0.8930414000000001,0.53827035,142
0,0.581573138,0.2769188,0.49627462,0.5929270000000001,0.5647764000000001,0.70257646,0.74797815,0.46473426,0.85654217,0.8279424999999999,0.6331587,0.8856978999999999,0.83101,0.95675516,0.91299635,0.9041279000000001,0.46429542,143
1,0.735173017,0.2580316,0.7140975,0.880275,0.660449,0.80575246,0.8160303000000001,0.51540405,0.85806435,0.8654834000000001,0.60476303,0.8464706,0.8342364,0.9767486999999999,0.9108492,0.92348206,0.4282095,144
0,0.389606974,0.029880892000000003,0.27857919999999997,0.42562294,0.4798121,0.611226,0.6621239000000001,0.33883837,0.76166403,0.70599973,0.5089651,0.7558443,0.68348455,0.95426667,0.83804905,0.8451456,0.35167977,145
1,0.475330508,0.06016133,0.12252331,0.43086597,0.56934905,0.6898781999999999,0.7490303,0.35721636,0.77913946,0.86925983,0.58856297,0.9107808000000001,0.92038035,0.9752343000000001,0.9242246,0.9481636999999998,0.6537013,84
0,0.508698845,0.12958530000000001,0.5631569000000001,0.5677648,0.53958946,0.6231361,0.6916603,0.3206922,0.7117306,0.71391165,0.4283474,0.5892219,0.6560170999999999,0.91368294,0.7200668,0.80556446,0.36867076,106
1,0.541015887,0.22188151,0.6455071,0.65207136,0.5404184,0.66999894,0.7334234000000001,0.42963508,0.81727636,0.84065044,0.5267239,0.7838911,0.7995893000000001,0.9629207000000001,0.8464210999999999,0.89677995,0.48466724,82
0,0.261848307,0.38157964,0.3703384,0.20928676,0.35029802,0.4942003,0.5515248,0.35959402,0.76849747,0.7168182,0.6778503,0.8243166,0.7845675,0.9439155,0.7502335,0.80561036,0.33952248,40
1,0.479371101,0.111931235,0.47470109999999993,0.63797796,0.54902256,0.6896032,0.7573701,0.40821937,0.8220917,0.82344913,0.53632146,0.81035763,0.80476856,0.9592101999999999,0.85033387,0.89577687,0.41002578,22
1,0.5222448470000001,0.34614074,0.5868175999999999,0.9426745000000001,0.7101516,0.825206,0.86122215,0.48917067,0.87807435,0.85924196,0.66541874,0.9153959999999999,0.8823950999999999,0.95562464,0.9076914,0.8930101,0.47660005,23
1,0.5642056289999999,0.3306308,0.44467235,0.5006114,0.48396745,0.6303191999999999,0.66933006,0.32718012,0.7365275,0.7799710999999999,0.59923536,0.8180286999999999,0.83847225,0.9655534,0.8468492,0.8967860999999999,0.48709685,24
0,0.419277954,0.05818422,0.16898097,0.6028041000000001,0.54630995,0.64258236,0.7145387,0.22785263,0.5618063,0.535328,0.46249154,0.66991836,0.5732153,0.96167296,0.71439105,0.8257278,0.40821496,25
1,0.377396214,0.27416983,0.7154621999999999,0.9661103999999999,0.6820045,0.8268055000000001,0.84866816,0.45709744,0.87394506,0.8801131999999999,0.53542995,0.85447985,0.8410447,0.94362104,0.8416244,0.8710806999999999,0.3403512,26
1,0.5076352829999999,0.92911696,0.94248176,0.67490816,0.5715868000000001,0.6676105,0.73535466,0.53214294,0.8702463,0.88419414,0.77182025,0.9442403,0.93446267,0.96985346,0.8472114,0.8867028,0.44348213,27
1,0.6764359000000001,0.11823226,0.85409087,0.7965869000000001,0.6349871,0.7228504,0.7933281999999999,0.5525825,0.8840534999999999,0.8694552,0.48476472,0.78202444,0.8206083000000001,0.9661139000000001,0.86624,0.90213794,0.45928395,28
1,0.421940689,0.30371909999999996,0.689163,0.48511836,0.47972897,0.6395698000000001,0.7053206,0.50804776,0.8742893,0.86098796,0.6138713000000001,0.88647705,0.8649458000000001,0.963269,0.8622784,0.8883564,0.45854846,29
0,0.409693676,0.09829888,0.3527719,0.6715601,0.57151854,0.7073885999999999,0.73884267,0.3502048,0.7714403000000001,0.6816109,0.5412591999999999,0.7712982,0.69116396,0.9363074,0.8467680000000001,0.8347694,0.42216688,30
1,0.493177032,0.42464545,0.80537575,0.8482145000000001,0.6763908000000001,0.7741189,0.8239841,0.59105533,0.9053249,0.9095759,0.7048357,0.8836889000000001,0.8917735999999999,0.9576828000000002,0.8871914000000001,0.8931626,0.4274436,31
1,0.417795555,0.14694574,0.53529876,0.8187800000000001,0.7367678000000001,0.83413476,0.86163145,0.57369584,0.8888671999999999,0.9406813,0.6427611999999999,0.9142923000000001,0.9274626,0.97135496,0.91371846,0.945557,0.6731958,32
1,0.5169209539999999,0.18471572,0.7088054,0.99135536,0.80096024,0.8813814,0.88727385,0.63822794,0.9188556999999999,0.952643,0.6518674,0.9198719999999999,0.92384225,0.98040533,0.92897624,0.9498800999999999,0.65116113,33
1,0.776100117,0.20895821,0.9466679,0.93540657,0.7300312,0.83290654,0.8730709999999999,0.7009314,0.9323946,0.95585346,0.6558848,0.9206446,0.9165106,0.9845974000000001,0.94599205,0.96444595,0.46619835,34
1,0.64552055,0.33808684,0.96126306,0.82165396,0.6728853,0.77176964,0.81624615,0.67532164,0.9126728999999999,0.9497886999999999,0.6719864000000001,0.8832131,0.89023405,0.9784531999999999,0.8959126000000001,0.9359504000000001,0.4253487,35
1,0.519348523,0.29400740000000003,0.4276272,0.8764953999999999,0.74473506,0.8494626000000001,0.87317926,0.49026057,0.8690360999999999,0.92022556,0.693106,0.9427112,0.93717325,0.974039,0.9314026,0.9466034999999999,0.6154056999999999,36
1,0.444068485,0.34995684,0.9467492000000001,0.81777817,0.7227167,0.8435811,0.8581850000000001,0.7367326999999999,0.9535828000000002,0.9690131999999999,0.7146665,0.95558906,0.9449614,0.97538435,0.93161047,0.94013053,0.5631202,37
1,0.766939574,0.45610908,0.9321529000000001,0.71599156,0.67928284,0.79033214,0.8333313,0.7070778,0.94982225,0.9686233,0.75300366,0.96115816,0.95276827,0.98122543,0.95558774,0.9682396000000001,0.5995669,38
0,0.358613332,0.09912251,0.5538001,0.6372008000000001,0.5908518,0.68204767,0.7501441999999999,0.47721028,0.8349088,0.86479354,0.54884154,0.80315703,0.84054923,0.9415343,0.8145153,0.8813972,0.37803277,21
1,0.601261914,0.47456583,0.79786026,0.9698038,0.72926825,0.824892,0.87778705,0.621638,0.89973617,0.93249565,0.7570053000000001,0.9203914000000001,0.9433633,0.972784,0.89747125,0.94574374,0.50141907,39
1,0.36559574899999997,0.11149051,0.7443398,0.77877635,0.7147419,0.8141282,0.85368246,0.6602968000000001,0.9313269000000001,0.9557539,0.6148551999999999,0.92965585,0.92375845,0.97566175,0.91143215,0.937974,0.6260216,20
1,0.378171095,0.19584501,0.48700616,0.56060666,0.62538797,0.75514126,0.79498625,0.51217824,0.8844523000000001,0.93892276,0.6729748000000001,0.9317973,0.9306924999999999,0.96915174,0.9256929,0.9367075999999999,0.61554575,18
1,0.547970185,0.058644037999999996,0.6138066999999999,0.8861841,0.7277245,0.83358335,0.8566923000000001,0.55666524,0.90045536,0.9201171999999999,0.5764136,0.8947509,0.8828253,0.9741663,0.93270075,0.9400053,0.45391859999999995,1
1,0.5920921920000001,0.17488436,0.86889505,0.9140073000000001,0.6968234000000001,0.82516885,0.8504198000000001,0.64541787,0.9176973,0.9348354,0.6277606,0.8789070999999999,0.88485277,0.97599864,0.9159117,0.93626726,0.47432879999999994,2
1,0.380690649,0.08905089,0.4483768,0.9824441999999999,0.78200126,0.86729354,0.88369817,0.49028915,0.8662886999999999,0.91969246,0.61247903,0.91240454,0.90262103,0.9717904,0.9084434000000001,0.9252756,0.56233704,3
1,0.5571640489999999,0.38319644,0.68306714,0.63902813,0.6049149,0.725352,0.76891476,0.5736508000000001,0.88800824,0.9226051,0.71095115,0.90647614,0.9209119,0.9718962999999999,0.9113519,0.9348379000000001,0.4211904,4
0,0.385227641,0.023544343,0.081117146,0.12423632,0.39209828,0.5153282,0.5863145000000001,0.31267908,0.67387295,0.771205,0.57180566,0.7566616999999999,0.81195575,0.964275,0.85826576,0.8873989999999999,0.49202695,5
1,0.559168029,0.24042526,0.44495234,0.8164637,0.72337687,0.82249796,0.85289013,0.51330936,0.8707154,0.91742706,0.67159605,0.9288420000000001,0.92815804,0.9733156999999999,0.93082696,0.9536595999999999,0.6254050999999999,6
1,0.419922167,0.113204,0.9415404,0.9351591999999999,0.71757555,0.8266273000000001,0.86762905,0.6295877,0.91388696,0.94121945,0.5152241,0.8691831,0.871017,0.9598099,0.87651205,0.91905636,0.50624293,7
1,0.539713758,0.3545926,0.8014318,0.95468307,0.73905337,0.8480595,0.8791021000000001,0.6586420000000001,0.89881384,0.9149168,0.7119800999999999,0.9227192,0.93138796,0.9727366,0.8983120000000001,0.9309349,0.6725310999999999,8
1,0.584874529,0.6782359,0.8977693000000001,0.7406467,0.69012797,0.790489,0.8264277,0.6941321,0.9472767,0.9570844999999999,0.8273152,0.9706334999999999,0.96810216,0.9782218,0.9415574000000001,0.9538018,0.5728601,9
1,0.540946877,0.35503238,0.8144374,0.96772814,0.7628564,0.857311,0.87997055,0.64668673,0.9181176,0.94281775,0.71826106,0.91972053,0.9343014999999999,0.98126054,0.9264348,0.9370388000000001,0.62981516,10
1,0.5868666229999999,0.30096903,0.888658,0.9718256,0.74620235,0.8653216,0.8940485,0.7082096999999999,0.92802125,0.9547033000000001,0.68559194,0.9229702,0.9358290000000001,0.9570346,0.9100884,0.9513925,0.57453203,11
1,0.6646597329999999,0.08800527,0.47026320000000005,0.9308843000000001,0.7765085,0.8534889999999999,0.8848021,0.520045,0.8639777,0.92241204,0.6123666999999999,0.9159999999999999,0.9070210999999999,0.9854086,0.94852775,0.95943546,0.54999995,12
